,Unnamed: 0,Area_code,State,Market,Market_size,Profit,Margin,Sales,COGS,Total_expenses,Marketing,Inventory,Budget_profit,Budget_COGS,Budget_margin,Budget_sales,Product_ID,Date,Product_type,Product,Type
1195,1195,435,utah,west,small market,40,36,65,29,45,11,169,10,10,30,40,13,2010-01-01,1,green tea,0
1196,1196,435,utah,west,small market,40,38,68,30,44,11,165,10,10,30,40,13,2010-01-02,1,green tea,0
1197,1197,435,utah,west,small market,40,42,75,33,46,12,162,10,20,30,50,13,2010-01-03,1,green tea,0
1198,1198,435,utah,west,small market,40,36,65,29,44,11,169,10,10,30,40,13,2010-01-04,1,green tea,0
1199,1199,435,utah,west,small market,40,43,78,35,46,13,204,10,20,30,50,13,2010-01-06,1,green tea,0
1200,1200,435,utah,west,small market,1,49,89,40,48,15,219,20,20,40,60,13,2010-01-07,1,green tea,0
1201,1201,435,utah,west,small market,40,36,65,29,45,11,215,10,10,30,40,13,2010-01-08,1,green tea,0
1202,1202,435,utah,west,small market,40,30,54,24,43,9,212,0,10,20,30,13,2010-01-09,1,green tea,0
1203,1203,435,utah,west,small market,40,31,56,25,43,9,209,10,0,20,20,13,2010-01-10,1,green tea,0
1204,1204,435,utah,west,small market,40,25,45,20,40,7,218,0,10,20,30,13,2010-01-12,1,green tea,0
1205,1205,435,utah,west,small market,40,36,73,29,47,11,169,10,10,30,40,13,2011-01-01,1,green tea,0
1206,1206,435,utah,west,small market,40,38,72,30,44,11,165,10,10,30,40,13,2011-01-02,1,green tea,0
1207,1207,435,utah,west,small market,40,42,80,33,46,12,162,10,20,30,50,13,2011-01-03,1,green tea,0
1208,1208,435,utah,west,small market,40,43,77,35,43,13,204,10,20,30,50,13,2011-01-06,1,green tea,0
1209,1209,435,utah,west,small market,1,49,88,40,45,15,219,20,20,40,60,13,2011-01-07,1,green tea,0
1210,1210,435,utah,west,small market,40,36,64,29,42,11,215,10,10,30,40,13,2011-01-08,1,green tea,0
1211,1211,435,utah,west,small market,40,30,58,24,43,9,212,0,10,20,30,13,2011-01-09,1,green tea,0
1212,1212,435,utah,west,small market,40,31,60,25,43,9,209,10,0,20,20,13,2011-01-10,1,green tea,0
1213,1213,435,utah,west,small market,40,42,81,34,45,12,211,0,20,30,50,13,2011-01-11,1,green tea,0
1214,1214,435,utah,west,small market,40,25,48,20,40,7,218,0,10,20,30,13,2011-01-12,1,green tea,0
1215,1215,435,utah,west,small market,34,63,112,49,29,16,623,40,40,60,100,5,2010-01-01,2,caffe mocha,0
1216,1216,435,utah,west,small market,36,63,111,48,27,15,599,40,40,60,100,5,2010-01-05,2,caffe mocha,0
1217,1217,435,utah,west,small market,35,63,111,48,28,15,593,40,40,60,100,5,2010-01-06,2,caffe mocha,0
1218,1218,435,utah,west,small market,56,90,159,69,34,22,572,60,60,90,150,5,2010-01-09,2,caffe mocha,0
1219,1219,435,utah,west,small market,85,130,231,101,45,33,552,90,90,130,220,5,2010-01-11,2,caffe mocha,0
1220,1220,435,utah,west,small market,77,120,214,94,43,31,540,70,90,110,200,5,2010-01-12,2,caffe mocha,0
1221,1221,435,utah,west,small market,53,63,125,49,30,16,623,40,40,60,100,5,2011-01-01,2,caffe mocha,0
1222,1222,435,utah,west,small market,52,63,119,49,28,16,617,40,40,60,100,5,2011-01-02,2,caffe mocha,0
1223,1223,435,utah,west,small market,55,67,127,52,30,17,605,50,40,70,110,5,2011-01-04,2,caffe mocha,0
1224,1224,435,utah,west,small market,50,63,110,48,25,15,599,40,40,60,100,5,2011-01-05,2,caffe mocha,0
1225,1225,435,utah,west,small market,44,60,105,46,26,15,587,40,40,60,100,5,2011-01-07,2,caffe mocha,0
1226,1226,435,utah,west,small market,86,99,174,77,34,25,581,60,70,90,160,5,2011-01-08,2,caffe mocha,0
1227,1227,435,utah,west,small market,129,133,251,103,46,33,564,110,80,130,210,5,2011-01-10,2,caffe mocha,0
1228,1228,435,utah,west,small market,114,120,228,94,43,31,540,70,90,110,200,5,2011-01-12,2,caffe mocha,0
1229,1229,435,utah,west,small market,47,73,123,50,26,14,821,50,40,70,110,6,2010-01-01,2,decaf espresso,1
1230,1230,435,utah,west,small market,48,73,123,50,25,14,814,50,40,70,110,6,2010-01-02,2,decaf espresso,1
1231,1231,435,utah,west,small market,47,72,121,49,25,13,809,50,40,70,110,6,2010-01-03,2,decaf espresso,1
1232,1232,435,utah,west,small market,43,68,115,47,25,13,821,50,40,70,110,6,2010-01-04,2,decaf espresso,1
1233,1233,435,utah,west,small market,42,65,109,44,23,12,844,40,40,60,100,6,2010-01-05,2,decaf espresso,1
1234,1234,435,utah,west,small market,34,55,92,37,21,10,876,40,30,50,80,6,2010-01-06,2,decaf espresso,1
1235,1235,435,utah,west,small market,28,49,83,34,21,9,890,30,30,40,70,6,2010-01-08,2,decaf espresso,1
1236,1236,435,utah,west,small market,40,64,108,44,24,12,886,40,40,60,100,6,2010-01-09,2,decaf espresso,1
1237,1237,435,utah,west,small market,37,59,99,40,22,11,881,60,20,60,80,6,2010-01-10,2,decaf espresso,1
1238,1238,435,utah,west,small market,52,78,132,54,26,15,885,50,50,70,120,6,2010-01-11,2,decaf espresso,1
1239,1239,435,utah,west,small market,47,73,123,50,26,14,898,50,40,70,110,6,2010-01-12,2,decaf espresso,1
1240,1240,435,utah,west,small market,73,73,138,50,27,14,821,50,40,70,110,6,2011-01-01,2,decaf espresso,1
1241,1241,435,utah,west,small market,71,73,131,50,25,14,814,50,40,70,110,6,2011-01-02,2,decaf espresso,1
1242,1242,435,utah,west,small market,70,72,129,49,25,13,809,50,40,70,110,6,2011-01-03,2,decaf espresso,1
1243,1243,435,utah,west,small market,64,68,123,47,25,13,821,50,40,70,110,6,2011-01-04,2,decaf espresso,1
1244,1244,435,utah,west,small market,58,65,108,44,21,12,844,40,40,60,100,6,2011-01-05,2,decaf espresso,1
1245,1245,435,utah,west,small market,47,55,91,37,20,10,876,40,30,50,80,6,2011-01-06,2,decaf espresso,1
1246,1246,435,utah,west,small market,43,52,86,35,20,9,894,40,30,50,80,6,2011-01-07,2,decaf espresso,1
1247,1247,435,utah,west,small market,39,49,82,34,20,9,890,30,30,40,70,6,2011-01-08,2,decaf espresso,1
1248,1248,435,utah,west,small market,59,64,115,44,24,12,886,40,40,60,100,6,2011-01-09,2,decaf espresso,1
1249,1249,435,utah,west,small market,55,59,106,40,22,11,881,60,20,60,80,6,2011-01-10,2,decaf espresso,1
1250,1250,435,utah,west,small market,77,78,141,54,26,15,885,50,50,70,120,6,2011-01-11,2,decaf espresso,1
1251,1251,435,utah,west,small market,70,73,131,50,26,14,898,50,40,70,110,6,2011-01-12,2,decaf espresso,1
1252,1252,435,utah,west,small market,24,60,101,41,36,13,236,30,30,50,80,8,2010-01-02,3,chamomile,1
1253,1253,435,utah,west,small market,28,64,107,43,36,13,231,40,30,60,90,8,2010-01-03,3,chamomile,1
1254,1254,435,utah,west,small market,34,72,121,49,38,15,241,30,40,60,100,8,2010-01-04,3,chamomile,1
1255,1255,435,utah,west,small market,34,74,125,51,40,16,265,40,40,70,110,8,2010-01-05,3,chamomile,1
1256,1256,435,utah,west,small market,42,82,138,56,40,17,302,50,40,80,120,8,2010-01-06,3,chamomile,1
1257,1257,435,utah,west,small market,48,90,151,61,42,19,329,60,50,80,130,8,2010-01-07,3,chamomile,1
1258,1258,435,utah,west,small market,34,71,120,49,37,15,315,40,40,60,100,8,2010-01-09,3,chamomile,1
1259,1259,435,utah,west,small market,36,75,127,52,39,16,327,40,40,70,110,8,2010-01-12,3,chamomile,1
1260,1260,435,utah,west,small market,33,55,104,38,36,12,241,30,30,50,80,8,2011-01-01,3,chamomile,1
1261,1261,435,utah,west,small market,36,60,108,41,36,13,236,30,30,50,80,8,2011-01-02,3,chamomile,1
1262,1262,435,utah,west,small market,42,64,114,43,36,13,231,40,30,60,90,8,2011-01-03,3,chamomile,1
1263,1263,435,utah,west,small market,47,74,124,51,37,16,265,40,40,70,110,8,2011-01-05,3,chamomile,1
1264,1264,435,utah,west,small market,58,82,137,56,37,17,302,50,40,80,120,8,2011-01-06,3,chamomile,1
1265,1265,435,utah,west,small market,66,90,150,61,39,19,329,60,50,80,130,8,2011-01-07,3,chamomile,1
1266,1266,435,utah,west,small market,68,90,150,61,38,19,322,60,50,80,130,8,2011-01-08,3,chamomile,1
1267,1267,435,utah,west,small market,45,67,120,46,37,14,316,30,40,60,100,8,2011-01-11,3,chamomile,1
1268,1268,435,utah,west,small market,53,75,135,52,39,16,327,40,40,70,110,8,2011-01-12,3,chamomile,1
1269,1269,435,utah,west,small market,25,72,120,48,47,15,372,30,40,60,100,9,2010-01-01,3,lemon,1
1270,1270,435,utah,west,small market,24,69,114,45,45,14,366,40,30,70,100,9,2010-01-02,3,lemon,1
1271,1271,435,utah,west,small market,26,72,119,47,46,15,361,30,40,60,100,9,2010-01-03,3,lemon,1
1272,1272,435,utah,west,small market,28,75,125,50,47,16,372,40,40,70,110,9,2010-01-04,3,lemon,1
1273,1273,435,utah,west,small market,32,80,132,52,48,17,397,40,40,70,110,9,2010-01-05,3,lemon,1
1274,1274,435,utah,west,small market,42,94,156,62,52,20,436,50,50,80,130,9,2010-01-06,3,lemon,1
1275,1275,435,utah,west,small market,44,96,160,64,52,21,467,60,50,90,140,9,2010-01-07,3,lemon,1
1276,1276,435,utah,west,small market,44,96,160,64,52,21,460,60,50,90,140,9,2010-01-08,3,lemon,1
1277,1277,435,utah,west,small market,34,84,139,55,50,18,453,50,40,80,120,9,2010-01-09,3,lemon,1
1278,1278,435,utah,west,small market,23,69,114,45,46,14,447,60,20,70,90,9,2010-01-10,3,lemon,1
1279,1279,435,utah,west,small market,20,66,109,43,46,14,452,30,40,60,100,9,2010-01-11,3,lemon,1
1280,1280,435,utah,west,small market,39,72,134,48,49,15,372,30,40,60,100,9,2011-01-01,3,lemon,1
1281,1281,435,utah,west,small market,36,69,121,45,45,14,366,40,30,70,100,9,2011-01-02,3,lemon,1
1282,1282,435,utah,west,small market,39,72,127,47,46,15,361,30,40,60,100,9,2011-01-03,3,lemon,1
1283,1283,435,utah,west,small market,42,75,133,50,47,16,372,40,40,70,110,9,2011-01-04,3,lemon,1
1284,1284,435,utah,west,small market,44,80,131,52,45,17,397,40,40,70,110,9,2011-01-05,3,lemon,1
1285,1285,435,utah,west,small market,61,96,159,64,48,21,467,60,50,90,140,9,2011-01-07,3,lemon,1
1286,1286,435,utah,west,small market,61,96,159,64,48,21,460,60,50,90,140,9,2011-01-08,3,lemon,1
1287,1287,435,utah,west,small market,50,84,148,55,50,18,453,50,40,80,120,9,2011-01-09,3,lemon,1
1288,1288,435,utah,west,small market,34,69,121,45,46,14,447,60,20,70,90,9,2011-01-10,3,lemon,1
1289,1289,435,utah,west,small market,30,66,116,43,46,14,452,30,40,60,100,9,2011-01-11,3,lemon,1
1290,1290,435,utah,west,small market,42,74,130,48,46,15,462,40,40,70,110,9,2011-01-12,3,lemon,1
1291,1291,435,utah,west,small market,40,11,99,88,51,27,525,-30,70,10,80,10,2010-01-01,3,mint,1
1292,1292,435,utah,west,small market,40,18,102,84,49,26,625,-30,70,10,80,10,2010-01-02,3,mint,1
1293,1293,435,utah,west,small market,40,40,133,93,51,28,840,0,70,40,110,10,2010-01-04,3,mint,1
1294,1294,435,utah,west,small market,40,38,136,98,53,30,973,-10,80,30,110,10,2010-01-05,3,mint,1
1295,1295,435,utah,west,small market,40,25,141,116,58,35,1142,-10,90,30,120,10,2010-01-06,3,mint,1
1296,1296,435,utah,west,small market,40,23,109,86,50,26,1698,0,60,20,80,10,2010-01-10,3,mint,1
1297,1297,435,utah,west,small market,17,68,160,92,51,28,1898,20,80,60,140,10,2010-01-12,3,mint,1
1298,1298,435,utah,west,small market,40,11,111,88,54,27,525,-30,70,10,80,10,2011-01-01,3,mint,1
1299,1299,435,utah,west,small market,40,18,109,84,49,26,625,-30,70,10,80,10,2011-01-02,3,mint,1
1300,1300,435,utah,west,small market,40,40,142,93,51,28,840,0,70,40,110,10,2011-01-04,3,mint,1
1301,1301,435,utah,west,small market,40,25,140,116,54,35,1142,-10,90,30,120,10,2011-01-06,3,mint,1
1302,1302,435,utah,west,small market,40,11,123,104,56,32,1574,-20,80,20,100,10,2011-01-09,3,mint,1
1303,1303,435,utah,west,small market,40,23,116,86,50,26,1698,0,60,20,80,10,2011-01-10,3,mint,1
1304,1304,435,utah,west,small market,40,40,130,82,48,25,1804,0,70,40,110,10,2011-01-11,3,mint,1
1305,1305,435,utah,west,small market,25,68,171,92,51,28,1898,20,80,60,140,10,2011-01-12,3,mint,1
1306,1306,435,utah,west,small market,40,53,90,37,63,34,261,0,20,40,60,11,2010-01-01,1,darjeeling,0
1307,1307,435,utah,west,small market,40,61,104,43,68,39,256,10,20,50,70,11,2010-01-02,1,darjeeling,0
1308,1308,435,utah,west,small market,40,63,107,44,69,40,261,10,20,50,70,11,2010-01-04,1,darjeeling,0
1309,1309,435,utah,west,small market,40,61,104,43,69,39,282,10,20,50,70,11,2010-01-05,1,darjeeling,0
1310,1310,435,utah,west,small market,0,82,141,59,82,53,338,10,30,60,90,11,2010-01-07,1,darjeeling,0
1311,1311,435,utah,west,small market,40,62,106,44,69,40,325,10,20,50,70,11,2010-01-09,1,darjeeling,0
1312,1312,435,utah,west,small market,40,62,106,44,69,40,325,-10,30,40,70,11,2010-01-11,1,darjeeling,0
1313,1313,435,utah,west,small market,40,69,118,49,73,44,335,0,30,50,80,11,2010-01-12,1,darjeeling,0
1314,1314,435,utah,west,small market,40,53,101,37,66,34,261,0,20,40,60,11,2011-01-01,1,darjeeling,0
1315,1315,435,utah,west,small market,40,63,114,44,70,40,251,10,20,50,70,11,2011-01-03,1,darjeeling,0
1316,1316,435,utah,west,small market,40,63,114,44,69,40,261,10,20,50,70,11,2011-01-04,1,darjeeling,0
1317,1317,435,utah,west,small market,40,61,103,43,64,39,282,10,20,50,70,11,2011-01-05,1,darjeeling,0
1318,1318,435,utah,west,small market,40,73,124,52,71,47,313,0,30,50,80,11,2011-01-06,1,darjeeling,0
1319,1319,435,utah,west,small market,3,88,150,63,80,57,332,10,40,60,100,11,2011-01-08,1,darjeeling,0
1320,1320,435,utah,west,small market,40,64,116,45,70,41,320,20,10,40,50,11,2011-01-10,1,darjeeling,0
1321,1321,435,utah,west,small market,40,62,113,44,69,40,325,-10,30,40,70,11,2011-01-11,1,darjeeling,0
1322,1322,435,utah,west,small market,40,69,126,49,73,44,335,0,30,50,80,11,2011-01-12,1,darjeeling,0
1323,1323,435,utah,west,small market,9,47,82,35,38,11,196,10,20,30,50,12,2010-01-01,1,earl grey,0
1324,1324,435,utah,west,small market,9,47,82,35,38,11,191,10,20,30,50,12,2010-01-02,1,earl grey,0
1325,1325,435,utah,west,small market,10,49,85,36,39,11,187,10,20,30,50,12,2010-01-03,1,earl grey,0
1326,1326,435,utah,west,small market,11,51,88,37,40,12,195,10,20,30,50,12,2010-01-04,1,earl grey,0
1327,1327,435,utah,west,small market,14,53,92,39,39,12,212,20,20,40,60,12,2010-01-05,1,earl grey,0
1328,1328,435,utah,west,small market,17,59,103,44,42,14,258,30,20,50,70,12,2010-01-07,1,earl grey,0
1329,1329,435,utah,west,small market,19,60,105,45,41,14,253,30,20,50,70,12,2010-01-08,1,earl grey,0
1330,1330,435,utah,west,small market,14,53,92,39,39,12,244,20,10,30,40,12,2010-01-10,1,earl grey,0
1331,1331,435,utah,west,small market,9,47,82,35,38,11,248,10,20,30,50,12,2010-01-11,1,earl grey,0
1332,1332,435,utah,west,small market,19,53,91,39,36,12,212,20,20,40,60,12,2011-01-05,1,earl grey,0
1333,1333,435,utah,west,small market,19,55,95,41,38,13,239,20,20,40,60,12,2011-01-06,1,earl grey,0
1334,1334,435,utah,west,small market,26,60,104,45,38,14,253,30,20,50,70,12,2011-01-08,1,earl grey,0
1335,1335,435,utah,west,small market,18,52,97,39,40,12,248,20,20,40,60,12,2011-01-09,1,earl grey,0
1336,1336,435,utah,west,small market,21,53,98,39,39,12,244,20,10,30,40,12,2011-01-10,1,earl grey,0
1337,1337,435,utah,west,small market,13,47,87,35,38,11,248,10,20,30,50,12,2011-01-11,1,earl grey,0
1338,1338,435,utah,west,small market,18,51,95,38,39,12,256,10,20,40,60,12,2011-01-12,1,earl grey,0
1339,1339,435,utah,west,small market,44,68,114,46,24,12,777,40,40,60,100,4,2010-01-01,2,caffe latte,0
1340,1340,435,utah,west,small market,38,61,103,42,23,11,771,30,40,50,90,4,2010-01-02,2,caffe latte,0
1341,1341,435,utah,west,small market,45,70,118,48,25,13,766,50,40,70,110,4,2010-01-03,2,caffe latte,0
1342,1342,435,utah,west,small market,43,67,112,45,24,12,777,40,40,60,100,4,2010-01-04,2,caffe latte,0
1343,1343,435,utah,west,small market,36,58,97,39,22,10,799,50,30,60,90,4,2010-01-05,2,caffe latte,0
1344,1344,435,utah,west,small market,31,53,89,36,22,10,828,40,30,50,80,4,2010-01-06,2,caffe latte,0
1345,1345,435,utah,west,small market,27,47,79,32,20,8,837,30,30,40,70,4,2010-01-09,2,caffe latte,0
1346,1346,435,utah,west,small market,27,48,81,33,21,9,836,30,30,40,70,4,2010-01-11,2,caffe latte,0
1347,1347,435,utah,west,small market,26,46,77,31,20,8,844,30,30,40,70,4,2010-01-12,2,caffe latte,0
1348,1348,435,utah,west,small market,69,68,128,46,25,12,777,40,40,60,100,4,2011-01-01,2,caffe latte,0
1349,1349,435,utah,west,small market,56,61,110,42,23,11,771,30,40,50,90,4,2011-01-02,2,caffe latte,0
1350,1350,435,utah,west,small market,64,67,119,45,24,12,777,40,40,60,100,4,2011-01-04,2,caffe latte,0
1351,1351,435,utah,west,small market,50,58,96,39,20,10,799,50,30,60,90,4,2011-01-05,2,caffe latte,0
1352,1352,435,utah,west,small market,43,53,88,36,20,10,828,40,30,50,80,4,2011-01-06,2,caffe latte,0
1353,1353,435,utah,west,small market,50,57,95,39,20,10,845,50,30,60,90,4,2011-01-07,2,caffe latte,0
1354,1354,435,utah,west,small market,39,48,79,32,19,8,841,30,30,40,70,4,2011-01-08,2,caffe latte,0
1355,1355,435,utah,west,small market,40,47,84,32,20,8,837,30,30,40,70,4,2011-01-09,2,caffe latte,0
1356,1356,435,utah,west,small market,42,47,84,32,19,8,833,40,20,40,60,4,2011-01-10,2,caffe latte,0
1357,1357,435,utah,west,small market,40,48,86,33,21,9,836,30,30,40,70,4,2011-01-11,2,caffe latte,0
1358,1358,435,utah,west,small market,39,46,82,31,20,8,844,30,30,40,70,4,2011-01-12,2,caffe latte,0
1359,1359,440,ohio,central,major market,26,71,123,52,45,17,405,60,40,70,110,1,2010-01-10,0,amaretto,0
1360,1360,440,ohio,central,major market,40,75,128,53,77,48,458,20,50,80,130,3,2010-01-05,0,decaf irish cream,1
1361,1361,440,ohio,central,major market,40,73,133,52,77,47,421,20,50,80,130,3,2011-01-03,0,decaf irish cream,1
1362,1362,440,ohio,central,major market,107,182,363,181,75,50,1283,170,230,230,460,5,2010-01-11,2,caffe mocha,0
1363,1363,440,ohio,central,major market,115,149,295,149,61,41,1245,120,170,180,350,5,2011-01-06,2,caffe mocha,0
1364,1364,440,ohio,central,major market,129,155,330,155,68,43,1280,130,170,190,360,5,2011-01-09,2,caffe mocha,0
1365,1365,440,ohio,central,major market,43,48,85,32,19,8,482,30,30,40,70,8,2011-01-11,3,chamomile,1
1366,1366,440,ohio,central,major market,32,42,70,29,18,8,835,40,20,40,60,9,2011-01-05,3,lemon,1
1367,1367,440,ohio,central,major market,43,49,87,33,20,9,870,30,30,40,70,9,2011-01-12,3,lemon,1
1368,1368,440,ohio,central,major market,87,150,249,99,63,32,798,70,80,130,210,11,2010-01-09,1,darjeeling,0
1369,1369,469,texas,south,major market,265,288,527,244,89,75,1213,270,300,360,660,2,2011-01-06,0,columbian,0
1370,1370,469,texas,south,major market,54,68,119,52,27,17,554,70,60,90,150,3,2011-01-08,0,decaf irish cream,1
1371,1371,469,texas,south,major market,99,136,230,94,37,26,562,90,80,110,190,6,2010-01-06,2,decaf espresso,1
1372,1372,469,texas,south,major market,145,145,243,100,37,28,598,110,80,130,210,6,2011-01-08,2,decaf espresso,1
1373,1373,469,texas,south,major market,28,73,127,54,45,17,424,30,50,60,110,8,2010-01-12,3,chamomile,1
1374,1374,469,texas,south,major market,42,64,114,43,36,13,424,30,40,60,100,9,2011-01-09,3,lemon,1
1375,1375,475,connecticut,east,small market,115,186,310,124,71,40,961,130,110,180,290,2,2010-01-01,0,columbian,0
1376,1376,475,connecticut,east,small market,114,186,309,123,72,40,932,130,110,180,290,2,2010-01-03,0,columbian,0
1377,1377,475,connecticut,east,small market,79,140,232,92,61,30,1102,100,80,140,220,2,2010-01-06,0,columbian,0
1378,1378,475,connecticut,east,small market,75,135,225,90,60,29,1139,90,80,130,210,2,2010-01-08,0,columbian,0
1379,1379,475,connecticut,east,small market,135,165,273,110,62,36,1020,110,100,160,260,2,2011-01-05,0,columbian,0
1380,1380,475,connecticut,east,small market,35,56,94,38,21,10,777,40,40,60,100,13,2010-01-01,1,green tea,0
1381,1381,475,connecticut,east,small market,21,39,66,27,18,7,772,40,20,50,70,13,2010-01-02,1,green tea,0
1382,1382,475,connecticut,east,small market,18,37,62,25,19,7,775,30,20,40,60,13,2010-01-04,1,green tea,0
1383,1383,475,connecticut,east,small market,17,34,57,23,17,6,787,30,20,40,60,13,2010-01-05,1,green tea,0
1384,1384,475,connecticut,east,small market,55,56,105,38,22,10,777,40,40,60,100,13,2011-01-01,1,green tea,0
1385,1385,475,connecticut,east,small market,27,37,66,25,19,7,769,30,20,40,60,13,2011-01-03,1,green tea,0
1386,1386,475,connecticut,east,small market,21,31,51,20,15,5,804,20,20,30,50,13,2011-01-06,1,green tea,0
1387,1387,475,connecticut,east,small market,3,90,154,64,87,58,551,20,60,90,150,5,2010-01-05,2,caffe mocha,0
1388,1388,475,connecticut,east,small market,40,76,131,55,78,49,627,10,50,70,120,5,2010-01-12,2,caffe mocha,0
1389,1389,475,connecticut,east,small market,40,66,112,47,66,42,622,20,40,70,110,5,2011-01-07,2,caffe mocha,0
1390,1390,475,connecticut,east,small market,40,61,104,44,64,39,617,10,40,60,100,5,2011-01-08,2,caffe mocha,0
1391,1391,475,connecticut,east,small market,3,86,157,61,84,55,613,10,60,80,140,5,2011-01-11,2,caffe mocha,0
1392,1392,475,connecticut,east,small market,30,75,130,55,45,18,312,40,50,70,120,6,2010-01-01,2,decaf espresso,1
1393,1393,475,connecticut,east,small market,24,68,119,51,44,16,311,40,40,70,110,6,2010-01-04,2,decaf espresso,1
1394,1394,475,connecticut,east,small market,19,62,108,46,43,15,367,30,40,60,100,6,2010-01-06,2,decaf espresso,1
1395,1395,475,connecticut,east,small market,41,107,193,86,66,32,484,50,60,90,150,9,2010-01-02,3,lemon,1
1396,1396,475,connecticut,east,small market,27,85,153,68,58,25,619,20,50,60,110,9,2010-01-12,3,lemon,1
1397,1397,475,connecticut,east,small market,61,107,206,86,66,32,484,50,60,90,150,9,2011-01-02,3,lemon,1
1398,1398,475,connecticut,east,small market,46,96,171,77,59,29,529,40,50,80,130,9,2011-01-05,3,lemon,1
1399,1399,475,connecticut,east,small market,56,102,196,82,64,31,601,30,60,70,130,9,2011-01-11,3,lemon,1
1400,1400,475,connecticut,east,small market,47,92,170,78,45,24,965,50,50,80,130,10,2010-01-01,3,mint,1
1401,1401,475,connecticut,east,small market,38,80,148,68,42,21,998,40,50,60,110,10,2010-01-05,3,mint,1
1402,1402,475,connecticut,east,small market,36,77,142,65,41,20,1042,50,40,70,110,10,2010-01-06,3,mint,1
1403,1403,475,connecticut,east,small market,33,74,136,62,41,19,1059,40,40,60,100,10,2010-01-09,3,mint,1
1404,1404,475,connecticut,east,small market,38,81,150,69,43,21,1060,30,50,50,100,10,2010-01-11,3,mint,1
1405,1405,475,connecticut,east,small market,36,76,139,63,40,19,1075,40,40,60,100,10,2010-01-12,3,mint,1
1406,1406,475,connecticut,east,small market,68,89,174,74,43,22,949,50,50,70,120,10,2011-01-03,3,mint,1
1407,1407,475,connecticut,east,small market,68,91,178,76,45,23,965,60,50,80,130,10,2011-01-04,3,mint,1
1408,1408,475,connecticut,east,small market,33,60,109,50,33,15,1064,30,30,50,80,10,2011-01-08,3,mint,1
1409,1409,475,connecticut,east,small market,47,73,123,50,26,14,821,60,50,80,130,11,2010-01-01,1,darjeeling,0
1410,1410,475,connecticut,east,small market,48,73,123,50,25,14,814,60,50,80,130,11,2010-01-02,1,darjeeling,0
1411,1411,475,connecticut,east,small market,71,73,131,50,25,14,814,60,50,80,130,11,2011-01-02,1,darjeeling,0
1412,1412,475,connecticut,east,small market,58,65,108,44,21,12,844,50,40,70,110,11,2011-01-05,1,darjeeling,0
1413,1413,475,connecticut,east,small market,53,59,106,40,23,11,881,50,40,60,100,11,2011-01-10,1,darjeeling,0
1414,1414,503,oregon,west,small market,40,73,125,52,76,47,421,30,60,90,150,1,2010-01-03,0,amaretto,0
1415,1415,503,oregon,west,small market,40,75,128,53,77,48,458,40,60,100,160,1,2010-01-05,0,amaretto,0
1416,1416,503,oregon,west,small market,40,65,112,47,72,42,521,20,50,80,130,1,2010-01-12,0,amaretto,0
1417,1417,503,oregon,west,small market,2,87,168,63,90,57,435,40,70,110,180,1,2011-01-01,0,amaretto,0
1418,1418,503,oregon,west,small market,40,73,133,52,76,47,433,30,60,90,150,1,2011-01-04,0,amaretto,0
1419,1419,503,oregon,west,small market,40,63,106,44,64,40,496,30,50,80,130,1,2011-01-06,0,amaretto,0
1420,1420,503,oregon,west,small market,40,56,94,39,61,36,517,20,40,70,110,1,2011-01-07,0,amaretto,0
1421,1421,503,oregon,west,small market,40,74,134,52,77,47,509,30,60,90,150,1,2011-01-09,0,amaretto,0
1422,1422,503,oregon,west,small market,40,71,130,51,76,46,503,50,70,100,170,1,2011-01-10,0,amaretto,0
1423,1423,503,oregon,west,small market,28,93,160,67,65,22,400,60,80,120,200,2,2010-01-01,0,columbian,0
1424,1424,503,oregon,west,small market,25,90,155,65,65,21,392,50,80,110,190,2,2010-01-02,0,columbian,0
1425,1425,503,oregon,west,small market,24,87,149,62,63,20,385,60,70,110,180,2,2010-01-03,0,columbian,0
1426,1426,503,oregon,west,small market,8,70,119,49,62,16,399,30,60,80,140,2,2010-01-04,0,columbian,0
1427,1427,503,oregon,west,small market,1,57,98,41,56,13,482,20,40,70,110,2,2010-01-12,0,columbian,0
1428,1428,503,oregon,west,small market,44,93,179,67,68,22,400,60,80,120,200,2,2011-01-01,0,columbian,0
1429,1429,503,oregon,west,small market,37,90,165,65,65,21,392,50,80,110,190,2,2011-01-02,0,columbian,0
1430,1430,503,oregon,west,small market,6,65,111,47,57,15,456,40,50,90,140,2,2011-01-06,0,columbian,0
1431,1431,503,oregon,west,small market,31,84,153,60,63,19,463,90,80,130,210,2,2011-01-10,0,columbian,0
1432,1432,503,oregon,west,small market,34,72,121,49,38,15,351,60,60,90,150,3,2010-01-03,0,decaf irish cream,1
1433,1433,503,oregon,west,small market,28,64,107,43,36,13,363,50,50,80,130,3,2010-01-04,0,decaf irish cream,1
1434,1434,503,oregon,west,small market,18,51,85,34,33,10,432,40,40,60,100,3,2010-01-07,0,decaf irish cream,1
1435,1435,503,oregon,west,small market,32,68,114,46,36,14,424,50,50,80,130,3,2010-01-11,0,decaf irish cream,1
1436,1436,503,oregon,west,small market,25,60,101,41,35,13,435,50,40,80,120,3,2010-01-12,0,decaf irish cream,1
1437,1437,503,oregon,west,small market,28,55,92,38,33,12,414,40,40,70,110,3,2011-01-06,0,decaf irish cream,1
1438,1438,503,oregon,west,small market,26,51,84,34,30,10,428,40,40,60,100,3,2011-01-08,0,decaf irish cream,1
